Algorithm,Instance,MetricName,ExecutionId,MetricValue
NSGAII,DTLZ1,EP,18,0.8112503384333947
NSGAII,DTLZ1,EP,19,1.908763896076654
NSGAII,DTLZ1,EP,20,0.2872702050540017
NSGAII,DTLZ1,EP,21,4.411928811692441
NSGAII,DTLZ1,EP,22,1.3653074241931755
NSGAII,DTLZ1,EP,23,0.2212942352199987
NSGAII,DTLZ1,EP,24,0.4887954812442768
NSGAII,DTLZ2,EP,0,0.0154786845868983
NSGAII,DTLZ2,EP,1,0.0146976563687363
NSGAII,DTLZ2,EP,2,0.0144183267102705
NSGAII,DTLZ2,EP,3,0.0120568694772055
NSGAII,DTLZ2,EP,4,0.0110677886644765
NSGAII,DTLZ2,EP,5,0.0131994594197987
NSGAII,DTLZ2,EP,6,0.0137946564227867
NSGAII,DTLZ2,EP,7,0.0108949874724069
NSGAII,DTLZ2,EP,8,0.0114243090348357
NSGAII,DTLZ2,EP,9,0.010301329518414
NSGAII,DTLZ2,EP,10,0.0131611548536234
NSGAII,DTLZ2,EP,11,0.0115515011297117
NSGAII,DTLZ2,EP,12,0.0114283476132063
NSGAII,DTLZ2,EP,13,0.0129779290127597
NSGAII,DTLZ2,EP,14,0.0093496331271505
NSGAII,DTLZ2,EP,15,0.0123572859728323
NSGAII,DTLZ2,EP,16,0.0148970458007612
NSGAII,DTLZ2,EP,17,0.0111718667302549
NSGAII,DTLZ2,EP,18,0.0128417873230183
NSGAII,DTLZ2,EP,19,0.0100968854854296
NSGAII,DTLZ2,EP,20,0.0126121026202161
NSGAII,DTLZ2,EP,21,0.010309526314028
NSGAII,DTLZ2,EP,22,0.0133817866522202
NSGAII,DTLZ2,EP,23,0.0143593239378349
NSGAII,DTLZ2,EP,24,0.0180853344638137
NSGAII,DTLZ3,EP,0,18.19884906430869
NSGAII,DTLZ3,EP,1,14.975424444672605
NSGAII,DTLZ3,EP,2,4.953548400760031
NSGAII,DTLZ3,EP,3,9.392997989996864
NSGAII,DTLZ3,EP,4,16.89290612868848
NSGAII,DTLZ3,EP,5,5.832211384912664
NSGAII,DTLZ3,EP,6,12.160998942428716
NSGAII,DTLZ3,EP,7,11.592232350514744
NSGAII,DTLZ3,EP,8,7.24704975436215
NSGAII,DTLZ3,EP,9,8.741452452348144
NSGAII,DTLZ3,EP,10,6.164598285068896
NSGAII,DTLZ3,EP,11,27.29428522448021
NSGAII,DTLZ3,EP,12,10.632820899512623
NSGAII,DTLZ3,EP,13,39.04751100608688
NSGAII,DTLZ3,EP,14,23.69533918158156
NSGAII,DTLZ3,EP,15,9.892821724938717
NSGAII,DTLZ3,EP,16,8.293249048894268
NSGAII,DTLZ3,EP,17,13.184128454462394
NSGAII,DTLZ3,EP,18,14.983650592319592
NSGAII,DTLZ3,EP,19,6.622745117870426
NSGAII,DTLZ3,EP,20,9.46713138654048
NSGAII,DTLZ3,EP,21,7.692969305515026
NSGAII,DTLZ3,EP,22,13.744063192130128
NSGAII,DTLZ3,EP,23,17.052520711106418
NSGAII,DTLZ3,EP,24,11.440522290736068
NSGAII,DTLZ4,EP,0,0.0108366499444317
NSGAII,DTLZ4,EP,1,0.0107678231783634
NSGAII,DTLZ4,EP,2,0.0108371583747123
NSGAII,DTLZ4,EP,3,0.0120323018972784
NSGAII,DTLZ4,EP,4,0.0171063109506527
NSGAII,DTLZ4,EP,5,0.0137107051860689
NSGAII,DTLZ4,EP,6,0.0115879145565371
NSGAII,DTLZ4,EP,7,0.0104146818173498
NSGAII,DTLZ4,EP,8,0.0141322277730659
NSGAII,DTLZ4,EP,9,0.0134700826059939
NSGAII,DTLZ4,EP,10,0.012230124698352
NSGAII,DTLZ4,EP,11,0.011627972341404
NSGAII,DTLZ4,EP,12,1.0000057407102478
NSGAII,DTLZ4,EP,13,0.0143439976107248
NSGAII,DTLZ4,EP,14,0.0116951303889991
NSGAII,DTLZ4,EP,15,1.0000014883953652
NSGAII,DTLZ4,EP,16,0.0119615399773653
NSGAII,DTLZ4,EP,17,0.0134001808316386
NSGAII,DTLZ4,EP,18,1.0000031629852404
NSGAII,DTLZ4,EP,19,0.0094588510746785
NSGAII,DTLZ4,EP,20,1.0000046031884322
NSGAII,DTLZ4,EP,21,0.0102292343851149
NSGAII,DTLZ4,EP,22,1.0000029119668856
NSGAII,DTLZ4,EP,23,0.0097234886539006
NSGAII,DTLZ4,EP,24,0.011073295213016
NSGAII,DTLZ5,EP,0,0.0117597078777135
NSGAII,DTLZ5,EP,1,0.0097847484179449
NSGAII,DTLZ5,EP,2,0.0140142412940508
NSGAII,DTLZ5,EP,3,0.0142453530098134
NSGAII,DTLZ5,EP,4,0.0129928673643711
NSGAII,DTLZ5,EP,5,0.0119859271398706
NSGAII,DTLZ5,EP,6,0.0103388719514093
NSGAII,DTLZ5,EP,7,0.0087181303932982
NSGAII,DTLZ5,EP,8,0.0109040590819916
NSGAII,DTLZ5,EP,9,0.0094361757834348
NSGAII,DTLZ5,EP,10,0.0095830302109641
NSGAII,DTLZ5,EP,11,0.0124325088624818
NSGAII,DTLZ5,EP,12,0.0126439280216275
NSGAII,DTLZ5,EP,13,0.0094031075359947
NSGAII,DTLZ5,EP,14,0.014901960820368
NSGAII,DTLZ5,EP,15,0.0140134724012437
NSGAII,DTLZ5,EP,16,0.0113542140661371
NSGAII,DTLZ5,EP,17,0.0186242882714717
NSGAII,DTLZ5,EP,18,0.0093275056164907
NSGAII,DTLZ5,EP,19,0.0119187987105215
NSGAII,DTLZ5,EP,20,0.0204136353045594
NSGAII,DTLZ5,EP,21,0.011992660448699
NSGAII,DTLZ5,EP,22,0.0147943535406331
NSGAII,DTLZ5,EP,23,0.0096469993412652
NSGAII,DTLZ5,EP,24,0.0099633697066446
NSGAII,DTLZ6,EP,0,1.3820125625580388
NSGAII,DTLZ6,EP,1,1.322944416103084
NSGAII,DTLZ6,EP,2,1.4677328848195224
NSGAII,DTLZ6,EP,3,1.206056101228235
NSGAII,DTLZ6,EP,4,1.2461815823711138
NSGAII,DTLZ6,EP,5,1.3926491210874656
NSGAII,DTLZ6,EP,6,1.2870724686779935
NSGAII,DTLZ6,EP,7,1.2190646782451051
NSGAII,DTLZ6,EP,8,1.3478667219989338
NSGAII,DTLZ6,EP,9,1.2458116671530712
NSGAII,DTLZ6,EP,10,1.2173106567348757
NSGAII,DTLZ6,EP,11,1.1797214888896157
NSGAII,DTLZ6,EP,12,1.3494037225999969
NSGAII,DTLZ6,EP,13,1.3232889439268032
NSGAII,DTLZ6,EP,14,1.1352111738282424
NSGAII,DTLZ6,EP,15,1.163910238851384
NSGAII,DTLZ6,EP,16,1.32482912556954
NSGAII,DTLZ6,EP,17,1.226248221490582
NSGAII,DTLZ6,EP,18,1.1282047532504973
NSGAII,DTLZ6,EP,19,1.3680950191069827
NSGAII,DTLZ6,EP,20,1.2159045764369276
NSGAII,DTLZ6,EP,21,1.2215419842845754
NSGAII,DTLZ6,EP,22,1.2449248269150648
NSGAII,DTLZ6,EP,23,1.1646928532393084
NSGAII,DTLZ6,EP,24,1.3305199985383998
NSGAII,DTLZ7,EP,0,0.755540755421905
NSGAII,DTLZ7,EP,1,0.0161888681426736
NSGAII,DTLZ7,EP,2,0.0160398182199365
NSGAII,DTLZ7,EP,3,0.0125917713096145
NSGAII,DTLZ7,EP,4,0.0160554761415305
NSGAII,DTLZ7,EP,5,0.0157387655521786
NSGAII,DTLZ7,EP,6,0.0210988539980209
NSGAII,DTLZ7,EP,7,0.0135239733439639
NSGAII,DTLZ7,EP,8,0.0165006663812538
NSGAII,DTLZ7,EP,9,0.0161319918087841
NSGAII,DTLZ7,EP,10,0.0144505165789876
NSGAII,DTLZ7,EP,11,0.0130313981715496
NSGAII,DTLZ7,EP,12,0.0144165464558559
NSGAII,DTLZ7,EP,13,0.0166360703648779
NSGAII,DTLZ7,EP,14,0.0151106358549441
NSGAII,DTLZ7,EP,15,0.0194957320628627
NSGAII,DTLZ7,EP,16,0.0164423708267145
NSGAII,DTLZ7,EP,17,0.0136425588189005
NSGAII,DTLZ7,EP,18,0.0171679356524362
NSGAII,DTLZ7,EP,19,0.0158712533266953
NSGAII,DTLZ7,EP,20,0.0162619944867423
NSGAII,DTLZ7,EP,21,0.0258517192256397
NSGAII,DTLZ7,EP,22,0.0172069509365109
NSGAII,DTLZ7,EP,23,0.0111470038357392
NSGAII,DTLZ7,EP,24,0.0157735926909383
SMPSO,ZDT1,EP,0,0.16566943674029
SMPSO,ZDT1,EP,1,0.0220182666591129
SMPSO,ZDT1,EP,2,0.1654801437136689
SMPSO,ZDT1,EP,3,0.0123223564390724
SMPSO,ZDT1,EP,4,0.0129140975308265
SMPSO,ZDT1,EP,5,0.0438027464986098
SMPSO,ZDT1,EP,6,0.0335468167739845
SMPSO,ZDT1,EP,7,0.0548642392067137
SMPSO,ZDT1,EP,8,0.0112564748027997
SMPSO,ZDT1,EP,9,0.0126117396740691
SMPSO,ZDT1,EP,10,0.014864336728675
SMPSO,ZDT1,EP,11,0.0109222483536706
SMPSO,ZDT1,EP,12,0.0589251008997109
SMPSO,ZDT1,EP,13,0.0079637852418359
SMPSO,ZDT1,EP,14,0.0571388929808119
SMPSO,ZDT1,EP,15,0.0078312658598779
SMPSO,ZDT1,EP,16,0.0083250350530163
SMPSO,ZDT1,EP,17,0.0941955496804517
SMPSO,ZDT1,EP,18,0.0086862741498349
SMPSO,ZDT1,EP,19,0.0081104898738929
SMPSO,ZDT1,EP,20,0.0123783754644817
SMPSO,ZDT1,EP,21,0.0066550183899248
SMPSO,ZDT1,EP,22,0.0588639815149677
SMPSO,ZDT1,EP,23,0.0118199686736769
SMPSO,ZDT1,EP,24,0.0082482332961332
SMPSO,ZDT2,EP,0,0.9750186832912876
SMPSO,ZDT2,EP,1,0.0157545753101573
SMPSO,ZDT2,EP,2,0.0064574257342127
SMPSO,ZDT2,EP,3,0.0148812589200318
SMPSO,ZDT2,EP,4,0.2530261294338635
SMPSO,ZDT2,EP,5,0.0058259662478281
SMPSO,ZDT2,EP,6,0.0068268419689545
SMPSO,ZDT2,EP,7,0.0063520099569096
SMPSO,ZDT2,EP,8,0.0075509514700703
SMPSO,ZDT2,EP,9,0.0081968426288256
SMPSO,ZDT2,EP,10,0.0066405446524117
SMPSO,ZDT2,EP,11,0.0062372131830593
SMPSO,ZDT2,EP,12,0.0057853899667403
SMPSO,ZDT2,EP,13,0.0087090857700582
SMPSO,ZDT2,EP,14,0.0068070292500668
SMPSO,ZDT2,EP,15,0.0079574991159339
SMPSO,ZDT2,EP,16,0.0307823860796949
SMPSO,ZDT2,EP,17,0.0073318443095899
SMPSO,ZDT2,EP,18,0.0086538871586607
SMPSO,ZDT2,EP,19,0.006206236532779
SMPSO,ZDT2,EP,20,0.0085506410322415
SMPSO,ZDT2,EP,21,0.4278203825682691
SMPSO,ZDT2,EP,22,0.0078202298625832
SMPSO,ZDT2,EP,23,0.0061563631613091
SMPSO,ZDT2,EP,24,0.0063223283419983
SMPSO,ZDT3,EP,0,0.2508920460539819
SMPSO,ZDT3,EP,1,0.0473388984860594
SMPSO,ZDT3,EP,2,0.1437688026968098
SMPSO,ZDT3,EP,3,0.288416623977936
SMPSO,ZDT3,EP,4,0.1284560056273062
SMPSO,ZDT3,EP,5,0.1393714578127322
SMPSO,ZDT3,EP,6,0.0315020664715108
SMPSO,ZDT3,EP,7,0.0931626545670585
SMPSO,ZDT3,EP,8,0.0908107760778759
SMPSO,ZDT3,EP,9,0.2174478631156484
SMPSO,ZDT3,EP,10,0.1471876465558035
SMPSO,ZDT3,EP,11,0.0524311720792116
SMPSO,ZDT3,EP,12,0.2444602677367917
SMPSO,ZDT3,EP,13,0.0929392517518228
SMPSO,ZDT3,EP,14,0.1450505192061378
SMPSO,ZDT3,EP,15,0.279796321207102
SMPSO,ZDT3,EP,16,0.2977032640824448
SMPSO,ZDT3,EP,17,0.1378033218321177
SMPSO,ZDT3,EP,18,0.0676659077719756
SMPSO,ZDT3,EP,19,0.1466863828681459
SMPSO,ZDT3,EP,20,0.3847674274139395
SMPSO,ZDT3,EP,21,0.0233387223854153
SMPSO,ZDT3,EP,22,0.1416377451335631
SMPSO,ZDT3,EP,23,0.0427190060277795
SMPSO,ZDT3,EP,24,0.1031555865963627
SMPSO,ZDT4,EP,0,0.0086848228090565
SMPSO,ZDT4,EP,1,0.0130533680013052
SMPSO,ZDT4,EP,2,0.0097780625324735
SMPSO,ZDT4,EP,3,0.0086649213512984
SMPSO,ZDT4,EP,4,0.0071352808473158
SMPSO,ZDT4,EP,5,0.0077630468203718
SMPSO,ZDT4,EP,6,0.0128560130610173
SMPSO,ZDT4,EP,7,0.0138359455961705
SMPSO,ZDT4,EP,8,0.0068213078681242
SMPSO,ZDT4,EP,9,0.0105700015799516
SMPSO,ZDT4,EP,10,0.0127792368514444
SMPSO,ZDT4,EP,11,0.0082580543515164
SMPSO,ZDT4,EP,12,0.0085525635961513
SMPSO,ZDT4,EP,13,0.009040264000904
SMPSO,ZDT4,EP,14,0.0096881045807042
SMPSO,ZDT4,EP,15,0.0088044008946524
SMPSO,ZDT4,EP,16,0.0090958932195512
SMPSO,ZDT4,EP,17,0.008077634525622
SMPSO,ZDT4,EP,18,0.0088294288734207
SMPSO,ZDT4,EP,19,0.0103957814771445
SMPSO,ZDT4,EP,20,0.007666994886421
SMPSO,ZDT4,EP,21,0.009040264000904
SMPSO,ZDT4,EP,22,0.0133573653340186
SMPSO,ZDT4,EP,23,0.0101081921950345
SMPSO,ZDT4,EP,24,0.0087882194257198
SMPSO,ZDT6,EP,0,0.0065356138178225
SMPSO,ZDT6,EP,1,0.0139165682197378
SMPSO,ZDT6,EP,2,0.0068365977815754
SMPSO,ZDT6,EP,3,0.0069489798147905
SMPSO,ZDT6,EP,4,0.0067289903345107
SMPSO,ZDT6,EP,5,0.0096659146872421
SMPSO,ZDT6,EP,6,0.011855493614217
SMPSO,ZDT6,EP,7,0.0085911446285582
SMPSO,ZDT6,EP,8,0.006446701471584
SMPSO,ZDT6,EP,9,0.0091765985820468
SMPSO,ZDT6,EP,10,0.0068458918143229
SMPSO,ZDT6,EP,11,0.0099339146530896
SMPSO,ZDT6,EP,12,0.0066541341472997
SMPSO,ZDT6,EP,13,0.007077323678574
SMPSO,ZDT6,EP,14,0.006745873420084
SMPSO,ZDT6,EP,15,0.0064471912279587
SMPSO,ZDT6,EP,16,0.006974597708815
SMPSO,ZDT6,EP,17,0.0106916108434778
SMPSO,ZDT6,EP,18,0.0074254677619276
SMPSO,ZDT6,EP,19,0.010179101493782
SMPSO,ZDT6,EP,20,0.0161224926090998
SMPSO,ZDT6,EP,21,0.0068323863966635
SMPSO,ZDT6,EP,22,0.0075358761889234
SMPSO,ZDT6,EP,23,0.0098226861514203
SMPSO,ZDT6,EP,24,0.0069320644919635
SMPSO,DTLZ1,EP,0,0.01185032768091
SMPSO,DTLZ1,EP,1,0.0087679161702559
SMPSO,DTLZ1,EP,2,0.0150058454158322
SMPSO,DTLZ1,EP,3,0.0080067921305649
SMPSO,DTLZ1,EP,4,0.0156156945140116
SMPSO,DTLZ1,EP,5,0.0072871682531221
SMPSO,DTLZ1,EP,6,0.0085298465398294
SMPSO,DTLZ1,EP,7,0.0085395867773764
SMPSO,DTLZ1,EP,8,0.0076100842413514
SMPSO,DTLZ1,EP,9,0.0082340090970813
SMPSO,DTLZ1,EP,10,0.008964699199641
SMPSO,DTLZ1,EP,11,0.0123355378312259
SMPSO,DTLZ1,EP,12,0.0081541740461964
SMPSO,DTLZ1,EP,13,0.1170054773005789
SMPSO,DTLZ1,EP,14,0.1194583968196983
SMPSO,DTLZ1,EP,15,0.0076238804548305
SMPSO,DTLZ1,EP,16,0.0139265113968953
SMPSO,DTLZ1,EP,17,0.1071043161649933
SMPSO,DTLZ1,EP,18,0.0113027391848832
SMPSO,DTLZ1,EP,19,0.0074740559318797
SMPSO,DTLZ1,EP,20,0.0076711526332011
SMPSO,DTLZ1,EP,21,0.0074953139716285
SMPSO,DTLZ1,EP,22,0.0075314632191145
SMPSO,DTLZ1,EP,23,0.5
SMPSO,DTLZ1,EP,24,0.0112215123788168
SMPSO,DTLZ2,EP,0,0.0063512034477252
SMPSO,DTLZ2,EP,1,0.0065846779330313
SMPSO,DTLZ2,EP,2,0.0068818386941235
SMPSO,DTLZ2,EP,3,0.0063758906150277
SMPSO,DTLZ2,EP,4,0.0069345858137115
SMPSO,DTLZ2,EP,5,0.0062626819591274
SMPSO,DTLZ2,EP,6,0.0062851782575231
SMPSO,DTLZ2,EP,7,0.005958121623409
SMPSO,DTLZ2,EP,8,0.0077292803811436
SMPSO,DTLZ2,EP,9,0.0063406480548111
SMPSO,DTLZ2,EP,10,0.006674675186829
SMPSO,DTLZ2,EP,11,0.0062344428274105
SMPSO,DTLZ2,EP,12,0.0066803903517735
SMPSO,DTLZ2,EP,13,0.0065558868344189
SMPSO,DTLZ2,EP,14,0.006075808836501
SMPSO,DTLZ2,EP,15,0.0065388548123849
SMPSO,DTLZ2,EP,16,0.0071194116983006
SMPSO,DTLZ2,EP,17,0.0076272578896854
SMPSO,DTLZ2,EP,18,0.0078331746210555
SMPSO,DTLZ2,EP,19,0.0071263225240948
SMPSO,DTLZ2,EP,20,0.0067152636716133
SMPSO,DTLZ2,EP,21,0.0063965001697057
SMPSO,DTLZ2,EP,22,0.0069570871279091
SMPSO,DTLZ2,EP,23,0.0062578497861865
SMPSO,DTLZ2,EP,24,0.0061715267485167
SMPSO,DTLZ3,EP,0,0.0253855634468486
SMPSO,DTLZ3,EP,1,0.7071067811865476
SMPSO,DTLZ3,EP,2,0.7071067811865476
SMPSO,DTLZ3,EP,3,0.0134042788178895
SMPSO,DTLZ3,EP,4,0.7071067811865476
SMPSO,DTLZ3,EP,5,0.7071067811865476
SMPSO,DTLZ3,EP,6,0.7071067811865476
SMPSO,DTLZ3,EP,7,0.0083057540530319
SMPSO,DTLZ3,EP,8,0.0086952926335565
SMPSO,DTLZ3,EP,9,0.7071067811865476
SMPSO,DTLZ3,EP,10,0.7071067811865476
SMPSO,DTLZ3,EP,11,0.7071067811865476
SMPSO,DTLZ3,EP,12,0.0081551254069599
SMPSO,DTLZ3,EP,13,0.7071067811865476
SMPSO,DTLZ3,EP,14,0.7071067811865476
SMPSO,DTLZ3,EP,15,0.0060524210678079
SMPSO,DTLZ3,EP,16,0.7071067811865476
SMPSO,DTLZ3,EP,17,0.0068020236791563
SMPSO,DTLZ3,EP,18,0.7071067811865476
SMPSO,DTLZ3,EP,19,0.0199212038812184
SMPSO,DTLZ3,EP,20,0.7071067811865476
SMPSO,DTLZ3,EP,21,0.7071067811865476
SMPSO,DTLZ3,EP,22,0.0092645917537338
SMPSO,DTLZ3,EP,23,0.0075173136858621
SMPSO,DTLZ3,EP,24,0.0523711978423963
SMPSO,DTLZ4,EP,0,0.0070491854461645
SMPSO,DTLZ4,EP,1,0.005767337267564
SMPSO,DTLZ4,EP,2,0.0067693062650563
SMPSO,DTLZ4,EP,3,0.0064617384170931
SMPSO,DTLZ4,EP,4,0.0064035838284813
SMPSO,DTLZ4,EP,5,0.0070137350406732
SMPSO,DTLZ4,EP,6,0.0068585630733549
SMPSO,DTLZ4,EP,7,0.0060251235587192
SMPSO,DTLZ4,EP,8,0.0074547629833147
SMPSO,DTLZ4,EP,9,0.0063598450858131
SMPSO,DTLZ4,EP,10,0.0075819410376317
SMPSO,DTLZ4,EP,11,0.0075511364976165
SMPSO,DTLZ4,EP,12,0.0065483178597371
SMPSO,DTLZ4,EP,13,0.0067407043113815
SMPSO,DTLZ4,EP,14,0.0068762611100534
SMPSO,DTLZ4,EP,15,0.0079469956238314
SMPSO,DTLZ4,EP,16,0.0072778059198819
SMPSO,DTLZ4,EP,17,0.0069776591213766
SMPSO,DTLZ4,EP,18,0.0069926020082327
SMPSO,DTLZ4,EP,19,0.0065667537668764
SMPSO,DTLZ4,EP,20,0.0062102028466692
SMPSO,DTLZ4,EP,21,0.0059462863350688
SMPSO,DTLZ4,EP,22,0.0070755057034701
SMPSO,DTLZ4,EP,23,0.0063919029509292
SMPSO,DTLZ4,EP,24,0.0073120184053351
SMPSO,DTLZ5,EP,0,0.0065569568967949
SMPSO,DTLZ5,EP,1,0.0066283251247126
SMPSO,DTLZ5,EP,2,0.0052393169522695
